-0.63 -1.2 1
0.063 1.1 1
-0.13 0.79 1
-0.66 0.2 1
-0.78 1.1 1
-0.6 -0.72 1
-0.11 0.8 1
1.1 -0.4 1
0.81 0.2 1
-0.069 -1.2 1
-1.1 0.38 1
0.17 0.85 1
0.72 0.37 1
-1.1 0.23 1
-0.76 -0.35 1
-0.81 0.21 1
0.3 -1.2 1
-0.93 0.2 1
0.23 -0.91 1
-0.2 0.64 1
0.67 0.36 1
1 -0.42 1
-0.71 -0.67 1
0.29 0.79 1
-0.1 -1.1 1
-0.51 -1.1 1
0.27 -0.63 1
0.74 -0.77 1
-0.14 1 1
-0.68 0.69 1
0.95 0.13 1
-0.61 -0.14 1
-0.31 0.8 1
-0.093 0.87 1
-0.58 0.59 1
-0.38 -0.98 1
1 -0.4 1
0.078 1 1
0.89 -0.41 1
0.65 -0.66 1
0.85 0.53 1
0.68 -0.48 1
0.89 -0.51 1
0.97 -0.61 1
0.46 1 1
-0.45 -0.78 1
0.047 -1.1 1
1.1 -0.32 1
0.87 -0.0034 1
0.71 -0.53 1
0.56 -0.066 1
-0.8 -0.042 1
0.61 -0.52 1
-0.87 0.32 1
-1 0.4 1
-0.5 0.88 1
-0.53 -0.9 1
-0.41 -0.75 1
0.46 0.67 1
0.5 0.66 1
0.076 1.1 1
0.79 -0.046 1
-1 0.28 1
-0.24 -0.9 1
1.3 -0.12 1
-1.1 0.26 1
-0.86 0.084 1
-1.3 -0.19 1
-1.4 0.34 1
-0.89 0.26 1
0.56 0.78 1
-0.71 0.82 1
0.69 0.71 1
-1.1 -0.31 1
-0.74 -0.48 1
0.92 -0.098 1
0.91 0.32 1
0.91 0.25 1
-0.76 0.88 1
-0.43 -0.91 1
0.22 0.77 1
0.66 0.35 1
0.92 0.25 1
0.16 -0.78 1
0.26 -1 1
-0.46 0.86 1
-0.53 0.66 1
0.32 1.1 1
-1 0.28 1
-0.75 -0.48 1
1 -0.17 1
-0.6 0.83 1
0.58 0.85 1
0.43 -0.63 1
-0.87 -0.029 1
1.3 0.084 1
-1 0.14 1
0.49 0.56 1
1.1 -0.42 1
-0.37 0.64 1
1.2 0.17 1
-0.3 1.2 1
-1.1 0.32 1
1.1 0.32 1
0.58 0.92 1
0.75 -0.21 1
0.32 -0.71 1
0.58 0.98 1
0.95 0.37 1
-0.53 0.95 1
-0.43 0.92 1
0.21 0.92 1
-0.65 0.82 1
0.66 0.87 1
0.03 0.76 1
1.2 -0.18 1
0.97 0.58 1
-0.23 -1.1 1
-0.52 0.99 1
-0.84 0.43 1
0.56 1.1 1
-0.19 -0.75 1
-0.69 -0.35 1
-1.1 0.42 1
-1.2 -0.46 1
0.18 -0.86 1
0.74 -0.98 1
-0.76 0.34 1
-0.69 -0.87 1
0.072 1.2 1
1.4 -0.088 1
0.13 -0.79 1
0.85 0.052 1
-0.094 0.82 1
1.2 -0.036 1
0.082 1.2 1
1.1 -0.49 1
0.55 -0.84 1
0.021 -1.2 1
0.31 0.7 1
-0.88 -0.71 1
1.1 0.41 1
-0.86 0.18 1
-0.28 -0.74 1
-0.48 -0.67 1
0.13 0.92 1
0.53 -0.95 1
0.85 0.63 1
0.17 1 1
-0.1 1.1 1
0.17 1.2 1
0.082 -1.1 1
0.27 1 1
-0.59 1.1 1
-1.2 0.43 1
0.3 0.49 1
-0.26 1.1 1
-1.2 -0.031 1
-0.11 1.3 1
-0.51 1.2 1
-0.092 -0.8 1
-0.74 -0.55 1
-0.94 -0.15 1
-0.43 1.1 1
1 0.39 1
0.16 0.77 1
-0.62 -0.78 1
-0.51 0.98 1
0.59 -1.1 1
0.31 0.76 1
0.81 0.72 1
0.29 -1.1 1
-0.64 1 1
0.92 0.27 1
-0.53 -0.69 1
0.66 0.97 1
0.93 0.21 1
0.32 -1.1 1
0.65 0.98 1
-0.61 -1.1 1
0.73 0.72 1
0.74 0.66 1
-0.69 -0.5 1
-0.046 0.81 1
0.94 1.1 1
0.95 -0.37 1
-0.23 -1.3 1
0.77 0.47 1
-0.91 0.51 1
0.93 -0.012 1
-0.9 0.56 1
0.29 0.56 1
-0.51 -0.55 1
0.67 -0.8 1
1 -0.048 1
0.98 0.81 1
0.092 1 1
-0.49 -0.82 1
-0.89 -0.45 1
0.98 -0.34 1
-0.72 0.19 1
1.2 0.29 1
-0.091 1.1 1
1.1 0.6 1
0.54 -0.96 1
0.55 -1.2 1
0.37 -0.89 1
-0.35 0.87 1
0.96 0.66 1
1 0.32 1
-0.17 -1.1 1
-0.0025 -1.2 1
-0.15 0.88 1
0.66 -0.32 1
0.94 -0.072 1
0.0077 -0.84 1
-1.1 0.063 1
1.1 0.1 1
-0.73 -0.62 1
-0.99 -0.12 1
-0.89 -0.23 1
-1.2 -0.13 1
0.42 -1.1 1
-0.47 -0.65 1
0.96 0.029 1
1.3 -0.081 1
0.38 0.7 1
-0.35 0.75 1
-0.09 0.64 1
0.76 -0.45 1
-0.022 -0.83 1
-0.24 -0.91 1
0.82 0.51 1
0.57 -0.75 1
-0.78 0.047 1
0.52 -0.85 1
0.56 1 1
-0.48 0.44 1
-0.81 -0.75 1
-0.29 0.91 1
0.38 -0.76 1
0.043 1.2 1
1.2 0.19 1
0.66 0.49 1
-0.27 1.1 1
0.61 -1 1
-0.89 0.49 1
-0.4 1 1
1 0.61 1
-0.42 -0.73 1
-0.87 -0.67 1
0.63 -0.97 1
0.31 -0.74 1
-0.38 1.1 1
0.068 0.88 1
1 0.083 1
-0.58 0.43 1
-1.1 -0.38 1
-0.44 1.1 1
0.44 -0.72 1
0.46 0.37 1
0.79 0.068 1
-1 0.19 1
0.57 -0.65 1
0.62 -0.75 1
0.28 1.1 1
1.1 0.29 1
0.54 1 1
-0.68 1 1
-0.79 0.44 1
0.76 0.78 1
-0.93 0.93 1
-0.59 0.46 1
-0.35 -1 1
-0.97 -0.89 1
0.84 0.19 1
0.24 1.1 1
-1.1 0.36 1
-0.023 0.63 1
-0.74 0.47 1
-0.33 -0.91 1
-1.2 -0.33 1
0.89 -0.77 1
-1.1 -0.31 1
1 0.58 1
-1.1 0.27 1
-0.66 -0.65 1
-0.34 -1 1
0.81 0.5 1
0.78 0.38 1
-0.057 0.75 1
-0.13 0.79 1
-0.71 -1.1 1
0.85 -0.58 1
1 -0.78 1
0.88 -0.55 1
0.52 -0.71 1
0.38 -0.72 1
-0.9 0.85 1
1.2 -0.21 1
0.77 0.47 1
-0.46 0.44 1
-0.58 -0.39 1
-0.99 0.54 1
0.61 -0.83 1
0.6 -0.8 1
-0.86 -0.31 1
-1 0.0079 1
-1 0.54 1
-0.13 -0.99 1
1.2 -0.74 1
0.22 -0.66 1
-0.37 1.1 1
0.77 -0.88 1
0.74 0.51 1
0.66 -0.88 1
-0.45 -1.1 1
0.12 0.75 1
-0.25 0.96 1
-0.0012 1.3 1
-0.39 0.9 1
-0.19 0.88 1
0.93 0.55 1
-0.63 -0.64 1
-0.78 0.67 1
0.79 0.72 1
-1 -0.64 1
-0.81 0.79 1
-0.86 0.19 1
0.097 0.8 1
-1.1 0.39 1
0.59 1 1
0.11 1.1 1
-0.58 -0.58 1
0.18 -0.95 1
0.69 0.65 1
-0.87 -0.46 1
0.58 0.66 1
0.91 0.4 1
-0.78 -0.26 1
-0.22 -0.44 1
0.71 0.94 1
-0.72 -0.59 1
-0.59 0.84 1
0.48 -0.96 1
0.34 1.2 1
-0.95 -0.44 1
-1 0.077 1
0.44 0.94 1
0.04 1 1
0.048 -0.79 1
-0.97 -0.31 1
0.2 0.82 1
-0.81 0.27 1
-0.94 0.47 1
0.82 -0.0017 1
0.91 -0.7 1
-0.75 0.16 1
0.97 -0.57 1
-0.97 0.77 1
-0.84 -0.24 1
0.67 0.99 1
-0.41 -0.82 1
0.73 0.5 1
-0.67 0.4 1
0.06 -1.2 1
-0.38 -0.96 1
0.36 0.85 1
1.4 -0.61 1
0.74 -0.62 1
-0.74 0.37 1
0.91 0.017 1
0.77 -0.5 1
0.14 -1.2 1
-0.4 1.2 1
-0.32 0.63 1
-0.82 -0.51 1
-1.3 0.24 1
1.5 -0.15 1
-0.0047 -1 1
-0.48 0.9 1
-0.18 -1.1 1
-0.86 -0.42 1
-0.88 0.31 1
-0.85 -0.86 1
0.41 1 1
0.41 0.75 1
-0.45 0.92 1
-0.6 0.71 1
1.1 0.23 1
0.2 1 1
-1 0.43 1
-1.2 0.55 1
-0.88 -0.061 1
0.87 0.81 1
0.64 -0.97 1
0.5 -1.2 1
1.2 0.78 1
-0.05 -1.1 1
0.029 -1.2 1
1 -0.28 1
0.69 0.39 1
-0.57 -0.5 1
0.86 0.52 1
0.96 0.052 1
-0.66 0.85 1
-0.13 1 1
-0.72 0.83 1
-0.92 -0.09 1
-0.55 -0.87 1
-1.3 -0.02 1
1.1 0.18 1
-0.89 -0.23 1
-0.5 -1.1 1
-0.034 -1.3 1
-0.99 -0.044 1
-0.43 -0.61 1
0.42 1 1
0.21 -0.61 1
-1 -0.69 1
0.45 -0.7 1
0.92 0.04 1
0.57 -0.8 1
0.12 0.62 1
-0.68 0.32 1
0.97 0.21 1
0.79 0.84 1
-0.75 0.43 1
0.45 -1.1 1
-0.89 0.22 1
-0.93 0.54 1
0.45 0.59 1
-0.82 0.64 1
-0.58 -0.4 1
0.94 0.42 1
-0.92 -0.58 1
-0.21 -0.96 1
0.73 0.54 1
-0.16 1 1
-0.29 0.62 1
0.67 -0.62 1
-0.8 0.25 1
0.74 -0.97 1
0.17 0.75 1
0.66 0.55 1
-0.71 -1 1
-0.55 -1 1
-0.93 0.6 1
0.044 0.8 1
0.47 -0.87 1
-0.86 -0.54 1
0.27 0.79 1
-0.14 -0.87 1
0.002 1.2 1
-0.99 0.76 1
-1.3 0.23 1
-0.3 -0.77 1
0.81 -0.57 1
-0.8 0.74 1
0.94 -0.18 1
1.1 0.26 1
-0.37 -1.1 1
-1.2 -0.096 1
0.61 0.67 1
-0.97 0.13 1
-0.36 -0.77 1
0.74 0.84 1
-0.66 1.2 1
-0.0034 0.94 1
0.031 1 1
-0.92 0.26 1
0.78 0.43 1
-0.39 -1.2 1
0.27 -1.1 1
-0.93 -0.16 1
0.35 0.74 1
0.15 0.72 1
0.82 0.9 1
-0.67 0.089 1
0.9 -0.65 1
-0.59 -0.88 1
0.031 0.96 1
0.3 -1.2 1
0.72 -0.88 1
0.47 -0.94 1
1.1 0.37 1
0.29 0.74 1
0.82 0.69 1
1.3 -0.23 1
0.12 -0.84 1
0.33 -0.89 1
-0.72 0.12 1
-0.2 0.93 1
1.1 -0.38 1
0.52 0.38 1
-0.64 0.63 1
-0.9 0.29 1
1.1 -0.015 1
0.8 -0.54 1
0.83 -0.71 1
0.79 0.4 1
0.5 0.85 1
0.8 0.64 1
0.033 -0.89 1
0.68 0.97 1
1.1 -0.19 1
1 0.51 1
0.89 -0.34 1
0.18 -0.94 1
-0.87 -0.49 1
-0.77 -1.2 1
0.4 -0.84 1
0.14 1.1 1
-0.77 0.45 1
0.85 0.61 1
-1 -0.61 1
-0.67 0.75 1
-0.35 -0.93 1
-0.89 -0.94 1
-0.17 0.65 1
0.98 -0.5 1
-0.32 0.64 1
0.35 -1.2 1
0.24 -1.1 1
0.39 -0.8 1
1 -0.48 1
-0.65 0.58 1
-0.36 -1 1
1 0.05 1
-0.03 1.1 1
0.67 1.1 1
-0.87 -0.88 1
0.52 -1.1 1
0.034 -0.97 1
0.74 -0.32 1
-0.88 0.74 1
-1.2 -0.32 1
-0.38 1.3 1
1 0.1 1
-0.28 1.1 1
-0.42 0.99 1
-0.57 0.45 1
0.54 0.6 1
0.21 0.91 1
1 0.49 1
0.88 -0.0022 1
0.68 -0.43 1
0.81 -0.36 1
0.23 0.64 1
-0.94 -0.97 1
0.83 0.75 1
-0.1 -1.1 1
0.013 1.1 1
-0.33 -1.2 1
0.93 -0.28 1
-0.42 -0.29 1
-0.57 0.67 1
0.64 -0.68 1
-0.55 -0.88 1
0.00058 -0.88 1
0.84 -0.46 1
-0.44 1.1 1
-0.63 -0.71 1
-0.8 1.2 1
0.91 0.65 1
-0.78 0.46 1
-0.45 -1.1 1
-0.36 -0.94 1
0.036 1.2 1
-0.94 -0.18 1
1.1 0.91 1
0.11 -0.97 1
1.2 -0.16 1
-0.39 -1 1
0.2 -1 1
0.34 0.98 1
-0.48 -1.2 1
-0.16 1.2 1
-0.27 -1.1 1
0.019 -1.3 1
0.6 0.5 1
1.1 -0.062 1
-0.045 1 1
-1 -0.17 1
-0.56 -0.73 1
0.91 -0.15 1
0.77 0.84 1
-0.26 0.9 1
0.33 -0.99 1
0.54 -0.91 1
-0.2 -1 1
0.73 -0.47 1
-0.51 0.65 1
-0.18 -0.96 1
-0.15 1 1
0.8 0.42 1
0.67 0.62 1
0.87 -0.64 1
-0.97 -0.23 1
0.65 -1.1 1
-0.8 -0.11 1
0.7 0.32 1
0.94 0.59 1
0.99 -0.065 1
-0.83 0.12 1
1.1 0.36 1
1.1 0.35 1
0.47 0.9 1
0.74 -0.63 1
0.6 -0.6 1
0.96 0.2 1
0.8 0.3 1
0.78 0.31 1
0.36 -1 1
0.85 0.27 1
0.71 -0.87 1
-1.2 -0.28 1
-0.37 -1 1
-0.14 -0.96 1
-0.77 0.094 1
0.89 -0.092 1
-0.19 -1.1 1
0.37 -0.65 1
-0.39 -0.97 1
-0.43 -1.1 1
0.94 0.021 1
1.1 0.27 1
-0.3 -0.88 1
-1 -0.5 1
-0.8 -0.75 1
0.48 0.4 1
-0.92 0.089 1
-0.22 1.1 1
-0.94 0.14 1
-0.12 1.3 1
-0.052 -1.2 1
0.41 -0.4 1
-0.83 -0.56 1
-0.13 -0.71 1
0.73 -0.9 1
-1 -1.1 1
-0.79 -0.5 1
-0.076 -1.1 1
-0.3 -0.83 1
0.72 -0.18 1
0.13 -1.2 1
-0.18 -0.95 1
-0.86 0.69 1
1.2 -0.045 1
-0.5 -0.74 1
1.1 -0.5 1
-0.97 -0.26 1
0.21 -0.75 1
0.61 -0.48 1
0.86 -0.54 1
-0.84 0.096 1
-0.034 -0.75 1
-1.1 0.25 1
-0.11 0.91 1
-1.1 -0.18 1
-0.73 -0.45 1
-0.41 -0.63 1
-0.53 0.77 1
0.84 -0.61 1
-0.36 0.82 1
-0.59 -0.73 1
0.2 -1 1
1.3 -0.35 1
-0.2 1.2 1
0.24 -0.93 1
-0.4 0.59 1
0.71 -0.14 1
0.33 -0.44 1
0.71 -0.0062 1
0.57 -0.96 1
-0.57 -0.57 1
-0.47 -0.56 1
0.27 -0.81 1
0.9 -0.57 1
-0.72 0.82 1
-0.49 0.53 1
-0.98 0.37 1
-1.1 -0.014 1
1.1 0.039 1
0.017 -0.91 1
0.84 -0.81 1
-0.84 0.43 1
0.58 0.78 1
0.5 -0.72 1
0.78 0.76 1
0.67 0.44 1
0.3 0.77 1
-0.75 -0.55 1
-1.1 0.12 1
0.34 -0.81 1
-0.069 -0.95 1
-1.1 -0.31 1
-0.017 -0.97 1
-0.97 0.54 1
-0.67 -0.93 1
0.31 -0.69 1
-0.78 -0.23 1
-0.2 -0.95 1
-1 -1 1
-1.3 0.11 1
-0.98 -0.11 1
0.38 -0.68 1
1 0.44 1
-0.45 -0.7 1
0.099 -0.84 1
0.63 0.42 1
0.57 0.63 1
0.51 -0.65 1
-1.1 0.29 1
1 -0.5 1
-1 -0.036 1
-0.34 1.2 1
-1.1 0.084 1
-0.4 0.81 1
-0.65 -1.2 1
0.35 1.1 1
-0.093 -0.97 1
-0.38 0.88 1
0.78 -0.54 1
-0.72 -0.7 1
-0.16 -1.1 1
0.35 1.1 1
-0.23 -0.99 1
-0.91 -0.51 1
0.24 0.83 1
0.13 0.64 1
-1.2 -0.12 1
0.74 0.44 1
0.23 -0.99 1
0.63 -0.37 1
-0.22 -0.86 1
0.56 1 1
-0.51 0.81 1
-0.24 -1 1
0.49 -0.0015 1
-0.41 -0.5 1
0.98 0.35 1
-0.18 -1.2 1
0.21 -1.2 1
0.0038 -1 1
0.92 -0.0023 1
-0.67 0.49 1
-0.54 0.91 1
0.37 -0.95 1
-0.043 -0.95 1
-0.99 -0.25 1
0.023 1.1 1
-0.87 -0.48 1
0.63 0.78 1
0.61 -0.81 1
0.74 -0.41 1
-1 -0.2 1
0.94 0.23 1
0.94 0.31 1
0.04 0.9 1
0.044 -1.1 1
0.8 -0.0057 1
1.1 0.31 1
0.3 0.95 1
0.78 0.43 1
-0.64 -0.13 1
-1.1 0.16 1
1.2 -0.061 1
-0.2 -1.1 1
0.99 0.19 1
1.2 -0.55 1
-0.47 0.77 1
0.039 -1.2 1
-0.84 -0.81 1
1 -0.14 1
-0.38 -0.72 1
-0.26 -1.1 1
0.98 0.57 1
0.32 1.2 1
-0.93 0.18 1
0.46 -0.62 1
-0.29 -0.77 1
0.69 0.63 1
0.079 0.91 1
-0.99 -0.32 1
-0.028 -0.8 1
-0.25 -0.42 1
-0.8 0.075 1
-0.63 0.71 1
-0.73 -0.5 1
0.22 -0.84 1
0.74 -0.37 1
0.43 -0.9 1
-0.5 -0.33 1
0.14 -0.85 1
-0.84 0.41 1
0.56 -0.56 1
0.67 0.27 1
-0.39 0.66 1
0.86 -0.59 1
-0.043 1 1
-0.64 -0.6 1
0.7 0.7 1
-0.13 1.1 1
-0.62 -0.81 1
-0.84 -0.61 1
-0.67 -0.38 1
0.77 0.36 1
-0.85 0.69 1
-0.26 0.79 1
-0.32 0.65 1
0.26 0.84 1
-1.2 0.32 1
-0.58 -0.98 1
-0.78 0.25 1
-0.81 0.15 1
-0.71 0.17 1
-0.57 -0.83 1
-0.67 0.16 1
-0.89 0.074 1
0.11 0.86 1
-1.2 0.39 1
0.12 -0.95 1
0.45 -0.94 1
-0.51 0.68 1
-0.65 -0.66 1
0.85 -0.59 1
-0.61 -0.58 1
0.098 0.86 1
-0.37 0.77 1
-0.04 1.1 1
0.37 0.89 1
-0.95 0.17 1
0.41 0.91 1
-0.8 0.19 1
0.28 -1 1
-0.73 0.86 1
-1.1 -0.24 1
-0.12 0.91 1
-0.79 0.31 1
-0.67 0.72 1
0.22 -0.96 1
-0.36 0.88 1
-0.94 -0.06 1
-0.7 -0.71 1
-0.59 -0.77 1
1.1 -0.094 1
0.82 0.72 1
-0.64 0.18 1
1.1 0.13 1
-0.54 0.61 1
-0.32 0.62 1
-1 0.18 1
0.67 -0.86 1
-1 0.61 1
-0.53 0.69 1
0.56 0.89 1
-0.81 0.43 1
0.89 -0.28 1
0.63 -0.44 1
-0.42 -0.73 1
0.7 -0.89 1
0.76 0.76 1
-0.79 -0.6 1
0.94 0.25 1
0.072 -1.1 1
-0.37 -1.1 1
0.75 0.68 1
-1.2 -0.84 1
-0.57 -0.11 1
-0.48 -0.86 1
0.29 0.69 1
-1 -0.0037 1
-0.35 -0.74 1
-0.29 0.93 1
-0.76 0.52 1
0.55 -0.99 1
-1 0.36 1
-0.85 -0.65 1
0.47 0.82 1
0.44 -0.86 1
1.2 -0.038 1
0.87 0.16 1
0.9 0.58 1
-0.12 -0.97 1
0.82 0.18 1
1.1 -0.27 1
1.1 -0.52 1
0.87 0.66 1
1.2 0.59 1
0.24 1.4 1
1.1 0.53 1
-0.75 -0.71 1
0.6 -0.6 1
1 -0.76 1
0.81 -0.43 1
-0.002 -0.11 -1
0.03 0.046 -1
0.039 0.043 -1
0.19 -0.059 -1
0.0061 -0.024 -1
0.023 -0.0038 -1
-0.34 -0.3 -1
0.042 -0.18 -1
0.05 -0.069 -1
-0.088 -0.28 -1
-0.16 0.23 -1
0.034 0.0014 -1
0.018 -0.042 -1
0.056 -0.12 -1
-0.099 -0.059 -1
-0.018 -0.083 -1
-0.063 0.0049 -1
-0.13 -0.079 -1
0.11 0.0022 -1
-0.13 -0.092 -1
-0.16 -0.047 -1
-0.039 0.031 -1
-0.14 0.058 -1
-0.045 -0.047 -1
-0.0036 -0.18 -1
0.11 0.072 -1
-0.0023 0.0083 -1
-0.097 0.13 -1
0.014 0.097 -1
-0.12 0.21 -1
-0.29 -0.4 -1
0.14 -0.049 -1
-0.18 -0.15 -1
-0.014 0.32 -1
-0.023 0.025 -1
0.098 -0.27 -1
-0.041 0.18 -1
-0.11 -0.21 -1
-0.088 0.13 -1
0.093 -0.15 -1
-0.03 0.056 -1
0.21 0.25 -1
-0.083 0.068 -1
-0.033 0.016 -1
-0.044 0.1 -1
-0.19 -0.063 -1
-0.0022 0.02 -1
-0.13 0.025 -1
-0.018 0.0061 -1
0.0013 -0.03 -1
0.078 0.089 -1
-0.015 0.045 -1
-0.042 0.045 -1
-0.00057 0.08 -1
-0.12 0.094 -1
0.22 -0.42 -1
0.0052 0.0094 -1
0.014 0.23 -1
-0.037 0.24 -1
0.012 -0.065 -1
0.2 -0.15 -1
0.13 0.14 -1
-0.037 0.011 -1
-0.056 -0.15 -1
0.016 0.075 -1
-0.32 0.14 -1
0.014 -0.11 -1
0.062 -0.13 -1
-0.085 0.037 -1
-0.013 -0.0015 -1
0.018 0.0019 -1
-0.017 0.058 -1
0.013 0.13 -1
-0.041 -0.059 -1
0.01 -0.28 -1
-0.035 0.024 -1
-0.03 -0.00079 -1
0.013 -0.094 -1
-0.25 -0.036 -1
-0.046 0.024 -1
0.17 0.11 -1
0.041 0.087 -1
0.005 0.084 -1
-0.11 0.18 -1
-0.19 0.028 -1
-0.098 -0.055 -1
-0.069 0.2 -1
0.027 -0.19 -1
0.24 -0.38 -1
-0.11 0.072 -1
-0.061 0.096 -1
-0.14 -0.15 -1
-0.009 0.16 -1
-0.11 0.015 -1
0.17 0.09 -1
-0.13 0.023 -1
-0.024 0.13 -1
0.27 0.25 -1
-0.054 0.047 -1
-0.32 0.04 -1
0.17 -0.27 -1
0.0018 0.034 -1
-0.17 0.33 -1
0.2 0.17 -1
0.065 0.16 -1
-0.046 -0.15 -1
-0.057 -0.087 -1
-0.076 0.21 -1
-0.0048 0.0038 -1
0.37 -0.027 -1
-0.33 0.083 -1
0.033 0.022 -1
-0.0087 0.0079 -1
0.11 0.35 -1
0.027 -0.00078 -1
0.14 -0.062 -1
0.41 -0.14 -1
0.085 -0.045 -1
0.002 0.086 -1
0.0061 0.014 -1
0.078 -0.055 -1
0.029 -0.24 -1
0.11 0.068 -1
0.044 0.18 -1
0.013 -0.00051 -1
-0.27 -0.13 -1
0.25 -0.18 -1
0.028 -0.058 -1
0.17 0.057 -1
0.14 -0.26 -1
0.069 0.1 -1
0.0059 -0.0072 -1
0.0077 0.011 -1
0.12 0.068 -1
0.18 0.15 -1
-0.19 0.053 -1
-0.18 0.06 -1
-0.17 0.14 -1
0.08 -0.037 -1
0.063 0.048 -1
0.047 -0.058 -1
-0.014 -0.06 -1
-0.13 0.082 -1
0.035 -0.034 -1
0.038 -0.033 -1
-0.11 -0.19 -1
0.001 0.098 -1
0.03 0.032 -1
-0.0052 0.022 -1
0.12 0.11 -1
0.0029 0.0036 -1
-0.026 0.11 -1
-0.18 -0.23 -1
0.0091 0.059 -1
-0.14 -0.035 -1
-0.00073 0.0016 -1
-0.073 0.067 -1
0.21 -0.085 -1
0.2 0.17 -1
-0.019 0.051 -1
0.25 0.0024 -1
-0.045 -0.0043 -1
-0.11 0.034 -1
0.043 0.035 -1
0.018 -0.28 -1
0.15 -0.04 -1
-0.083 -0.015 -1
-0.17 0.18 -1
-0.098 -0.059 -1
0.13 -0.14 -1
0.14 0.12 -1
-0.021 -0.11 -1
0.0013 -0.012 -1
-0.22 0.17 -1
-0.11 -0.32 -1
0.24 -0.1 -1
0.15 0.21 -1
-0.034 0.015 -1
-0.26 -0.14 -1
0.17 0.017 -1
-0.034 0.004 -1
0.013 0.13 -1
0.018 0.19 -1
0.067 0.059 -1
-0.081 -0.047 -1
-0.0063 -0.1 -1
-0.056 0.35 -1
-0.075 0.34 -1
-0.028 0.014 -1
-0.016 -0.037 -1
-0.023 -0.027 -1
-0.07 -0.17 -1
-0.032 0.028 -1
0.21 -0.075 -1
-0.031 0.08 -1
-0.029 0.14 -1
-0.17 0.0059 -1
0.12 0.13 -1
-0.24 -0.22 -1
-0.25 0.088 -1
-0.17 0.11 -1
-0.033 0.0041 -1
0.002 0.00085 -1
-0.37 0.019 -1
0.11 -0.25 -1
-0.0028 -0.011 -1
0.066 0.068 -1
-0.0072 -0.069 -1
0.1 0.0047 -1
0.049 -0.072 -1
-0.11 -0.23 -1
-0.1 -0.1 -1
-0.023 -0.019 -1
-0.26 0.11 -1
-0.22 0.15 -1
-0.32 0.089 -1
0.086 0.18 -1
-0.068 0.12 -1
-0.013 0.068 -1
0.026 -0.091 -1
0.017 0.23 -1
-0.0047 -0.015 -1
-0.12 -0.011 -1
-0.062 -0.04 -1
-0.031 0.041 -1
-0.032 -0.25 -1
-0.23 0.18 -1
0.081 -0.053 -1
-0.13 -0.085 -1
0.04 -0.027 -1
-0.089 -0.04 -1
0.0035 -0.014 -1
-0.3 -0.19 -1
-0.24 -0.086 -1
-0.096 -0.065 -1
0.0033 -0.0007 -1
0.0031 -0.0001 -1
-0.02 0.14 -1
